cdmid,child_of,object_type,title,cdmcreated,cdmmodified,format,subject,publisher,doc_type,creator,width,height,source,language,identifier,date,description,coverage,relation,related_to,technique,contributor,tag,notes,audience
124,125,1,A 6% Dividend (3),2/18/08,2/18/08,JPG,Milk hygiene; Nutrition; Infant mortality;,The New York Academy of Medicine,Circulars,New York Milk Committee.  Committee for the Reduction of Infant Mortality.,9,16,Printed Ephemera of the New York Milk Committee.; Fundraising and Publicity Materials,English,mk1e003m003.jpg,[1913],"caption title: ""8,643 children under 5 years of age""; describes how increasing numbers of children are living healthy lives due to clean milk's increasing availability; attributes report to the New York Evening Post, dated  Jan. 9, 1913.",New York. New York City.,back of mk1e003,mk1e003,,Jonathan Frater,,3 of 3,"parents, caretakers, physicians"
125,,2,A 6% Dividend Paid in 1912,2/18/08,2/18/08,JPG,Infant mortality; Milk hygiene; Stats;,The New York Academy of Medicine,Circulars,New York Milk Committee.  Committee for the Reduction of Infant Mortality.,9,16,Printed Ephemera of the New York Milk Committee.; Fundraising and Publicity Materials,English,mk1e003,[1913],Folded leaflet (one sheet) printed on two faces presenting infant mortality statistics for New York City in 1911 and 1912.,,,,Halftone photomechanical prints,,,,
126,,2,While There's Care There's Hope,2/18/08,2/18/08,JPG,Infant mortality; Summer; Nutrition;,The New York Academy of Medicine,Postcards,New York Milk Committee.  Committee for the Reduction of Infant Mortality.,16,9,Printed Ephemera of the New York Milk Committee.; Fundraising and Publicity Materials,English,mk1e008,[1911],"Post card printed on two sides, presenting infant mortality statistics for July 1911. Includes text reprinted from New York Globe, August 2, 1911; New York Herald, August 2, 1911; New York American, August 2, 1911; New York World, August 2, 1911.  ""Efficient Citizenschip No. 464""",,,,,,,,
127,134,1,Record of Accomplishments and Prospectus (1),2/19/08,2/19/08,JPG,Milk; Infant mortality,The New York Academy of Medicine,Circulars,New York Milk Committee.  Committee for the Reduction of Infant Mortality.,9,16,Printed Ephemera of the New York Milk Committee.; Printed Ephemera of the New York Milk Committee.; Fundraising and Publicity Materials;,English,mk1e002m001.jpg,1910,,New York. New York City.,front of mk1e002,mk1e002,,,,
128,134,1,Record of Accomplishments and Prospectus (2),2/19/08,2/19/08,JPG,Milk hygiene; Education; Legislation; Publicity;,The New York Academy of Medicine,Circulars,New York Milk Committee.  Committee for the Reduction of Infant Mortality.,18,16,Printed Ephemera of the New York Milk Committee.; Printed Ephemera of the New York Milk Committee.; Fundraising and Publicity Materials;,English,mk1e002m002.jpg,1910,,New York. New York City.,inside faces 1 and 2 of mk1e002,mk1e002,,,,
129,134,1,Record of Accomplishments and Prospectus (3),2/19/08,2/19/08,JPG,Milk depots; Milk hygiene; Education; Physicians; Nurses; Mothers; Tuberculosis; Dairy farming;,The New York Academy of Medicine,Circulars,New York Milk Committee.  Committee for the Reduction of Infant Mortality.,18,16,Printed Ephemera of the New York Milk Committee.; Printed Ephemera of the New York Milk Committee.; Fundraising and Publicity Materials;,English,mk1e002m003.jpg,1910,,New York. New York City.,inside faces 3 and 4 of mk1e002,mk1e002,,,,
130,134,1,Record of Accomplishments and Prospectus (4),2/19/08,2/19/08,JPG,Milk depots; Infant mortality; Tuberculosis; Motion pictures; Education; Dairy farming; Charitable organizations; Social classes;,The New York Academy of Medicine,Circulars,New York Milk Committee.  Committee for the Reduction of Infant Mortality.,18,16,Printed Ephemera of the New York Milk Committee.; Printed Ephemera of the New York Milk Committee.; Fundraising and Publicity Materials;,English,mk1e002m004.jpg,1910,,New York. New York City.,inside faces 5 and 6 of mk1e002,mk1e002,,,,
131,134,1,Record of Accomplishments and Prospectus (5),2/19/08,2/19/08,JPG,Economic policy; Standardization; Milk hygiene; Agriculture;,The New York Academy of Medicine,Circulars,New York Milk Committee.  Committee for the Reduction of Infant Mortality.,18,16,Printed Ephemera of the New York Milk Committee.; Printed Ephemera of the New York Milk Committee.; Fundraising and Publicity Materials;,English,mk1e002m005.jpg,1910,,New York. New York City.,outside faces 1 and 2 of mk1e002,mk1e002,,,,
132,134,1,Record of Accomplishments and Prospectus (6),3/9/08,3/9/08,JPG,Nutrition; Milk; Standardization; Legislation; Food adulteration & inspection;,The New York Academy of Medicine,Circulars,New York Milk Committee.  Committee for the Reduction of Infant Mortality.,18,16,Printed Ephemera of the New York Milk Committee.; Fundraising and Publicity Materials;,English,mk1e002m006.jpg,1910,,New York. New York City.,outside faces 3 and 4 of mk1e002,mk1e002,,,,
133,134,1,Record of Accomplishments and Prospectus (7),2/19/08,2/19/08,JPG,Milk depots; Dairy farming; Infant mortality; Publicity;,The New York Academy of Medicine,Circulars,New York Milk Committee.  Committee for the Reduction of Infant Mortality.,9,16,Printed Ephemera of the New York Milk Committee.; Printed Ephemera of the New York Milk Committee.; Fundraising and Publicity Materials;,English,mk1e002m007.jpg,1910,,New York. New York City.,back of mk1e002,mk1e002,,,,
134,,2,Record of Accomplishments and Prospectus,2/19/08,2/19/08,JPG,Milk depots; Milk hygiene; Infant mortality,The New York Academy of Medicine,Circulars,New York Milk Committee.  Committee for the Reduction of Infant Mortality.,9,16,Printed Ephemera of the New York Milk Committee.; Fundraising and Publicity Materials,English,mk1e002,1910,"Leaflet (single folded sheet) printed on two sides providing detailed summary of the accomplishments of the New York Milk Committee from 1906 to 1910, and laying out a program of activities for 1911.  Includes names of board and committee members.",,,,,,,
135,138,1,An Accomplishment and An Expectation (1),2/19/08,2/19/08,JPG,Milk; Infants;,The New York Academy of Medicine,Circulars,New York Milk Committee.  Committee for the Reduction of Infant Mortality.;,9,16,Printed Ephemera of the New York Milk Committee.; Fundraising and Publicity Materials;,English,mk1e047m001.jpg,[1912],Front of leaflet.,,front of mk1e047,mk1e047,,,,
136,138,1,An Accomplishment and An Expectation (2),2/19/08,2/19/08,JPG,Milk depots; Infant mortality; Milk hygiene; Food adulteration & inspection;,The New York Academy of Medicine,Circulars,New York Milk Committee.  Committee for the Reduction of Infant Mortality.,18,16,Printed Ephemera of the New York Milk Committee.; Printed Ephemera of the New York Milk Committee.; Fundraising and Publicity Materials;,English,mk1e047m002.jpg,[1912],Text details accomplishments of 1911 and program of activities for 1912.,,inside faces of mk1e047,mk1e047,,,,
137,138,1,An Accomplishment and An Expectation (3),2/19/08,2/19/08,JPG,Milk depots; Motion pictures;,The New York Academy of Medicine,Circulars,New York Milk Committee.  Committee for the Reduction of Infant Mortality.,9,16,Printed Ephemera of the New York Milk Committee.; Fundraising and Publicity Materials,English,mk1e047m003.jpg,[1912],"Photograph of mothers, infants and nurse at milk station with caption title: ""Scene from our new Moving Picture Film entitled 'Care of the Baby'"".  Film made by Thomas A. Edison, Inc.",,back of mk1e047,mk1e047,Halftone photomechanical prints,,,
138,,2,An Accomplishment and An Expectation,2/19/08,2/19/08,JPG,Milk; Infant mortality; Milk depots,The New York Academy of Medicine,Circulars,New York Milk Committee.  Committee for the Reduction of Infant Mortality.,9,16,Printed Ephemera of the New York Milk Committee.; Fundraising and Publicity Materials,English,mk1e002,[1912],"Leaflet (one sheet, folded) printed on two sides providing summary of New York Milk Committee's accomplishments in 1911 and proposed plan of activity in 1912.",,,,Halftone photomechanical prints,,,
140,,2,A Letter to Expectant Mothers (English),2/21/08,2/21/08,JPG,Milk; Pregnancy; Health & welfare,The New York Academy of Medicine,Circulars,New York Milk Committee.  Committee for the Reduction of Infant Mortality.,12,16,Printed Ephemera of the New York Milk Committee.; Educational Materials,English,mk1e035,1911,Circular promoting prenatal healthcare and encouraging pregnant women to visit maternity clinics. Single folded sheet.,,,,Halftone photomechanical prints,,,
144,,0,The New-York Milk Dairy,3/10/08,3/10/08,JPG,Milk depots; Milk hygiene;,,,,,,,,,,Single printed sheet...,,,,,,,
146,,0,The New-York Milk Dairy,3/20/08,3/20/08,JPG,Dairy farming; Milk depots; Milk hygiene,The New York Academy of Medicine,Circulars; Advertisements,"Warner, Thomas.",18.5,23.5,,English,RB148753,[1819],Proposal for the establishment of a dairy distribution center in New York and invitation for interested customers to come forward.,,,,,Bernadette CARDONA,,(resized PShop)
